,size,material,color,sleeves,demand
2781,XXL,linen,violet,long,medium
2782,L,nylon,green,long,medium
2783,L,linen,violet,short,high
2784,L,cotton,orange,short,high
2785,XS,nylon,navy,long,high
2786,L,linen,blue,long,high
2787,M,linen,white,short,high
2788,XS,linen,yellow,long,high
2789,XL,cotton,orange,short,high
2790,XXL,nylon,violet,short,high
2791,S,polyester,black,long,medium
2792,XL,polyester,white,short,low
2793,M,nylon,white,long,medium
2794,L,polyester,cream,short,high
2795,S,linen,cream,short,high
2796,M,cotton,red,long,medium
2797,L,polyester,violet,long,medium
2798,3XL,cotton,cream,short,medium
2799,XL,cotton,blue,short,high
2800,S,linen,navy,long,high
2801,S,nylon,red,short,high
2802,L,polyester,red,short,high
2803,L,nylon,navy,short,high
2804,L,nylon,yellow,long,medium
2805,S,nylon,red,short,high
2806,L,polyester,blue,long,medium
2807,M,nylon,blue,short,high
2808,M,nylon,navy,long,medium
2809,XXL,nylon,white,short,low
2810,3XL,cotton,red,short,medium
2811,XXL,cotton,green,long,low
2812,M,linen,cream,long,high
2813,L,polyester,green,long,medium
2814,M,cotton,white,short,high
2815,XL,polyester,violet,long,medium
2816,XS,nylon,yellow,short,high
2817,L,cotton,yellow,short,high
2818,XL,nylon,green,short,high
2819,3XL,nylon,black,short,medium
2820,M,nylon,red,short,high
2821,L,cotton,violet,long,medium
2822,L,polyester,navy,long,medium
2823,L,cotton,cream,short,high
2824,3XL,cotton,cream,short,medium
2825,XS,polyester,green,long,medium
2826,S,nylon,cream,long,high
2827,M,polyester,blue,long,medium
2828,S,cotton,yellow,long,medium
2829,M,nylon,cream,short,high
2830,S,silk,red,short,medium
2831,XS,cotton,navy,short,high
2832,L,cotton,green,long,medium
2833,S,polyester,black,short,medium
2834,XXL,nylon,white,short,low
2835,XXL,polyester,cream,short,high
2836,S,linen,cream,long,high
2837,XL,cotton,red,short,high
2838,L,linen,black,short,medium
2839,L,linen,black,short,medium
2840,L,linen,black,short,medium
2841,XXL,polyester,black,short,medium
2842,L,polyester,white,short,high
2843,S,linen,yellow,short,high
2844,XL,nylon,yellow,short,high
2845,XS,polyester,yellow,long,medium
2846,XL,polyester,green,short,high
2847,XXL,nylon,white,short,low
2848,L,linen,orange,long,high
2849,M,nylon,cream,long,medium
2850,3XL,nylon,cream,long,medium
2851,XL,polyester,red,long,medium
2852,XL,polyester,cream,long,medium
2853,XL,silk,navy,short,low
2854,XL,linen,black,short,medium
2855,XS,cotton,white,long,high
2856,M,nylon,navy,short,high
2857,L,polyester,black,short,medium
2858,3XL,polyester,violet,short,medium
2859,L,nylon,black,long,medium
2860,L,linen,yellow,short,high
2861,M,polyester,navy,short,high
2862,XXL,linen,violet,short,high
2863,M,linen,orange,short,high
2864,XS,nylon,cream,short,high
2865,3XL,polyester,blue,short,high
2866,XS,cotton,orange,short,high
2867,L,polyester,cream,short,high
2868,3XL,nylon,white,long,low
2869,XL,cotton,white,long,medium
2870,XXL,polyester,white,short,low
2871,XXL,cotton,red,long,low
2872,M,linen,red,short,high
2873,M,polyester,violet,long,medium
2874,L,linen,red,long,high
2875,L,cotton,red,long,medium
2876,L,polyester,cream,long,medium
2877,M,polyester,red,short,high
2878,XS,polyester,yellow,short,high
2879,3XL,linen,navy,long,medium
2880,XL,nylon,green,short,high
2881,XS,polyester,orange,long,medium
2882,M,nylon,orange,short,high
2883,L,polyester,blue,short,high
2884,S,linen,violet,short,high
2885,L,silk,yellow,short,low
2886,L,silk,white,long,medium
2887,L,nylon,orange,long,medium
2888,L,nylon,black,long,medium
2889,XS,nylon,white,long,medium
2890,XL,polyester,cream,long,medium
2891,XL,linen,white,short,medium
2892,M,polyester,orange,long,medium
2893,L,polyester,black,long,medium
2894,XXL,cotton,cream,short,high
2895,XXL,silk,black,short,low
2896,M,polyester,blue,long,medium
2897,XL,cotton,navy,long,medium
2898,XXL,polyester,white,long,low
2899,3XL,linen,navy,long,medium
2900,L,linen,black,short,medium
2901,L,nylon,red,long,medium
2902,XXL,nylon,orange,long,low
2903,L,nylon,cream,long,medium
2904,XS,polyester,blue,long,high
2905,L,cotton,white,short,high
2906,XL,silk,white,long,low
2907,XL,nylon,cream,long,medium
2908,L,polyester,violet,short,high
2909,XL,linen,blue,short,high
2910,S,linen,orange,short,high
2911,XL,linen,orange,long,medium
2912,M,polyester,orange,short,high
2913,M,nylon,white,short,medium
2914,L,polyester,black,short,medium
2915,XL,linen,black,short,medium
2916,XL,polyester,blue,long,medium
2917,L,polyester,blue,short,high
2918,S,polyester,white,long,medium
2919,XXL,polyester,blue,long,medium
2920,XS,polyester,navy,short,high
2921,XL,polyester,black,long,medium
2922,XXL,polyester,red,long,medium
2923,3XL,polyester,blue,short,high
2924,XXL,nylon,black,short,medium
2925,M,nylon,red,long,medium
2926,XS,nylon,white,long,medium
2927,XXL,nylon,navy,short,high
2928,XXL,nylon,orange,short,high
2929,L,nylon,violet,long,medium
2930,L,polyester,violet,long,medium
2931,XS,linen,yellow,short,high
2932,S,polyester,yellow,short,high
2933,S,silk,white,short,low
2934,S,linen,cream,short,high
2935,L,polyester,black,long,medium
2936,XXL,nylon,white,long,low
2937,L,polyester,green,short,high
2938,M,cotton,violet,short,high
2939,XL,nylon,blue,short,high
2940,M,polyester,white,long,medium
2941,S,nylon,blue,short,high
2942,3XL,nylon,black,long,medium
2943,M,nylon,cream,long,medium
2944,S,nylon,yellow,short,high
2945,S,linen,cream,short,high
2946,M,polyester,yellow,long,medium
2947,3XL,cotton,red,long,low
2948,L,nylon,black,short,medium
2949,XS,polyester,red,short,high
2950,XXL,cotton,violet,short,medium
2951,S,nylon,white,long,medium
2952,M,cotton,cream,long,medium
2953,XL,cotton,cream,long,medium
2954,XXL,cotton,violet,short,medium
2955,XL,nylon,blue,short,high
2956,L,linen,white,long,high
2957,L,nylon,cream,short,high
2958,3XL,nylon,cream,short,high
2959,XXL,linen,black,short,medium
2960,L,cotton,red,long,medium
2961,M,cotton,navy,long,medium
2962,L,cotton,black,long,medium
2963,XXL,polyester,black,long,medium
2964,XL,linen,cream,long,high
2965,3XL,polyester,navy,long,medium
2966,XL,cotton,black,long,medium
2967,XXL,linen,black,long,medium
2968,XXL,cotton,white,short,medium
2969,XS,nylon,black,short,medium
2970,XL,nylon,black,long,medium
2971,S,cotton,black,short,medium
2972,XL,linen,white,long,medium
2973,L,polyester,red,short,high
2974,XS,nylon,orange,long,medium
2975,S,cotton,black,short,medium
2976,S,linen,white,short,high
2977,M,linen,orange,short,high
2978,XXL,cotton,green,short,medium
2979,L,cotton,white,short,high
2980,M,cotton,green,short,medium
2981,XS,linen,blue,long,high
2982,M,polyester,green,short,high
2983,L,silk,yellow,long,low
2984,M,polyester,violet,short,high
2985,L,linen,white,short,high
2986,XS,polyester,black,short,medium
2987,XL,polyester,navy,long,medium
2988,L,nylon,white,short,high
2989,XXL,linen,navy,short,high
2990,L,linen,green,long,medium
2991,XXL,cotton,navy,long,medium
2992,M,cotton,green,short,medium
2993,3XL,cotton,violet,long,low
2994,XL,polyester,orange,short,high
2995,XL,polyester,white,short,low
2996,L,nylon,green,long,medium
2997,S,linen,yellow,long,high
2998,M,nylon,violet,long,medium
2999,S,cotton,black,long,medium
3000,S,linen,white,short,high
3001,XL,nylon,white,short,low
3002,XXL,nylon,orange,short,high
3003,XL,cotton,cream,short,high
3004,3XL,nylon,red,short,high
3005,3XL,nylon,red,short,high
3006,XL,linen,violet,short,high
3007,S,silk,blue,short,medium
3008,M,polyester,black,long,medium
3009,L,linen,white,long,high
3010,XL,cotton,red,short,high
3011,XS,nylon,white,long,medium
3012,XS,polyester,cream,short,high
3013,XXL,polyester,violet,long,low
3014,XL,polyester,white,short,low
3015,XXL,linen,blue,long,medium
3016,XL,nylon,black,long,medium
3017,S,nylon,navy,short,high
3018,S,linen,violet,short,high
3019,XXL,cotton,violet,long,low
3020,XL,cotton,blue,short,high
3021,XXL,linen,blue,long,medium
3022,XL,cotton,red,long,medium
3023,XL,cotton,black,long,medium
3024,XXL,nylon,yellow,short,high
3025,L,cotton,blue,long,medium
3026,L,cotton,violet,short,high
3027,3XL,linen,violet,short,high
3028,S,nylon,red,long,high
3029,XS,polyester,white,long,medium
3030,XL,polyester,navy,short,high
3031,XS,cotton,cream,short,high
3032,XL,cotton,orange,long,low
3033,S,nylon,cream,long,high
3034,L,nylon,white,long,high
3035,XL,linen,red,long,high
3036,S,nylon,orange,short,high
3037,M,polyester,violet,long,medium
3038,M,polyester,navy,long,medium
3039,3XL,nylon,orange,short,medium
3040,L,linen,violet,long,high
3041,XL,polyester,blue,short,high
3042,M,cotton,white,long,high
3043,XL,cotton,navy,short,high
3044,L,polyester,white,long,high
3045,3XL,cotton,orange,long,low
3046,M,cotton,cream,short,high
3047,S,nylon,white,short,medium
3048,XXL,polyester,cream,long,medium
3049,XXL,nylon,yellow,short,high
3050,L,cotton,green,long,medium
3051,M,polyester,orange,long,medium
3052,XXL,polyester,red,long,medium
3053,L,linen,white,short,high
3054,XXL,cotton,orange,short,medium
3055,L,cotton,cream,short,high
3056,M,silk,black,long,low
3057,M,linen,white,short,high
3058,M,nylon,navy,long,medium
3059,M,linen,navy,long,high
3060,3XL,polyester,white,long,low
3061,3XL,silk,red,long,low
3062,M,polyester,red,short,high
3063,M,polyester,black,short,medium
3064,XXL,nylon,blue,long,medium
3065,XXL,nylon,blue,long,medium
3066,XL,linen,black,short,medium
3067,XL,linen,violet,short,high
3068,S,silk,white,short,low
3069,M,polyester,blue,long,medium
3070,M,polyester,cream,short,high
3071,XL,polyester,black,short,medium
3072,XS,cotton,navy,long,medium
3073,L,polyester,red,long,medium
3074,XXL,nylon,white,short,low
3075,XL,linen,white,long,medium
3076,XXL,nylon,white,long,low
3077,L,polyester,white,short,high
3078,L,polyester,violet,short,high
3079,XXL,polyester,violet,long,low
3080,L,linen,navy,short,high
3081,3XL,cotton,violet,long,low
3082,L,cotton,navy,long,medium
3083,XS,nylon,violet,short,high
3084,L,nylon,white,long,high
3085,XXL,linen,black,short,medium
3086,XL,nylon,red,short,high
3087,S,polyester,white,short,medium
3088,S,nylon,red,short,high
3089,L,polyester,yellow,short,high
3090,L,polyester,black,long,medium
3091,S,silk,white,long,low
3092,XS,nylon,orange,short,high
3093,XL,polyester,navy,short,high
3094,XXL,nylon,yellow,long,low
3095,XS,linen,blue,long,high
3096,XXL,linen,blue,long,medium
3097,S,nylon,yellow,short,high
3098,L,polyester,green,long,medium
3099,3XL,polyester,orange,short,medium
3100,XXL,polyester,violet,short,high
3101,XS,cotton,black,long,medium
3102,L,silk,blue,short,low
3103,XL,polyester,blue,long,medium
3104,XXL,polyester,black,long,medium
3105,L,polyester,yellow,short,high
3106,S,cotton,white,short,high
3107,XL,nylon,orange,short,high
3108,XL,cotton,red,long,medium
3109,S,cotton,navy,short,high
3110,M,polyester,black,short,medium
3111,XXL,polyester,cream,long,medium
3112,XXL,nylon,white,short,low
3113,M,cotton,blue,long,medium
3114,3XL,polyester,yellow,long,low
3115,XL,cotton,cream,short,high
3116,L,nylon,white,long,high
3117,XL,polyester,cream,long,medium
3118,XXL,cotton,yellow,short,medium
3119,M,polyester,cream,long,medium
3120,M,cotton,orange,long,low
3121,XL,nylon,violet,short,high
3122,XS,nylon,white,short,medium
3123,L,linen,cream,long,high
3124,M,nylon,black,long,medium
3125,XS,linen,cream,short,high
3126,M,nylon,black,short,medium
3127,XS,polyester,red,short,high
3128,S,nylon,blue,short,high
3129,XXL,linen,black,long,medium
3130,XL,linen,blue,short,high
3131,L,nylon,white,long,high
3132,XS,nylon,yellow,short,high
3133,S,cotton,navy,short,high
3134,XL,linen,white,long,medium
3135,XXL,nylon,green,long,low
3136,3XL,polyester,yellow,long,low
3137,S,linen,red,long,high
3138,L,cotton,violet,long,medium
3139,M,nylon,cream,short,high
3140,XXL,nylon,cream,short,high
3141,S,linen,black,short,medium
3142,L,nylon,yellow,short,high
3143,S,linen,navy,long,high
3144,M,nylon,black,long,medium
3145,M,polyester,blue,long,medium
3146,XL,linen,cream,short,high
3147,M,linen,cream,long,high
3148,M,nylon,white,short,medium
3149,3XL,silk,navy,long,low
3150,XXL,nylon,white,long,low
3151,XXL,polyester,red,short,high
3152,XS,nylon,navy,long,high
3153,XXL,polyester,violet,long,low
3154,XXL,cotton,blue,short,high
3155,XXL,nylon,yellow,short,high
3156,L,cotton,red,long,medium
3157,S,linen,navy,long,high
3158,L,nylon,black,long,medium
3159,S,cotton,black,short,medium
3160,XXL,cotton,black,short,medium
3161,L,cotton,red,long,medium
3162,3XL,polyester,white,short,low
3163,M,cotton,white,short,high
3164,XL,polyester,green,long,medium
3165,3XL,polyester,red,long,low
3166,XXL,polyester,white,long,low
3167,XS,linen,cream,short,high
3168,L,polyester,black,short,medium
3169,XS,linen,blue,long,high
3170,XS,polyester,navy,short,high
3171,M,cotton,cream,long,medium
3172,XS,nylon,black,long,medium
3173,XS,polyester,cream,short,high
3174,M,cotton,cream,short,high
3175,S,linen,black,long,medium
3176,XL,polyester,violet,short,high
3177,M,nylon,yellow,long,medium
3178,S,polyester,black,short,medium
3179,XXL,nylon,black,short,medium
3180,XL,cotton,black,short,medium
3181,M,polyester,navy,short,high
3182,3XL,cotton,black,long,medium
3183,M,cotton,orange,short,high
3184,3XL,polyester,red,long,low
3185,S,polyester,white,long,medium
3186,S,linen,white,short,high
3187,S,polyester,red,short,high
3188,XXL,polyester,yellow,long,low
3189,3XL,nylon,violet,long,low
3190,S,nylon,blue,long,high
3191,XS,nylon,yellow,long,medium
3192,L,polyester,black,long,medium
3193,XXL,linen,white,long,medium
3194,L,nylon,navy,short,high
3195,S,nylon,white,short,medium
3196,XXL,nylon,black,short,medium
3197,XL,nylon,black,long,medium
3198,XL,nylon,white,short,low
3199,XL,linen,red,long,high
3200,L,cotton,red,long,medium
3201,M,polyester,violet,long,medium
3202,XL,cotton,navy,long,medium
3203,XS,polyester,white,long,medium
3204,L,cotton,yellow,long,medium
3205,XS,cotton,green,short,high
3206,XL,linen,black,short,medium
3207,XL,polyester,white,long,low
3208,XXL,linen,navy,short,high
3209,3XL,polyester,red,long,low
3210,3XL,linen,yellow,short,high
3211,L,nylon,white,long,high
3212,XS,polyester,green,long,medium
3213,M,nylon,navy,long,medium
3214,XXL,polyester,cream,short,high
3215,XL,nylon,violet,short,high
3216,3XL,polyester,black,short,medium
3217,3XL,polyester,black,long,medium
3218,XS,cotton,navy,long,medium
3219,L,silk,red,short,low
3220,3XL,cotton,black,short,medium
3221,XS,cotton,orange,short,high
3222,M,cotton,black,short,medium
3223,XXL,linen,navy,short,high
3224,L,nylon,cream,short,high
3225,M,cotton,orange,long,low
3226,L,nylon,cream,short,high
3227,XL,cotton,green,long,low
3228,XS,cotton,white,short,high
3229,M,polyester,violet,short,high
3230,XXL,polyester,black,long,medium
3231,XL,polyester,violet,short,high
3232,XS,cotton,red,long,medium
3233,M,polyester,blue,short,high
3234,3XL,polyester,violet,short,medium
3235,XXL,nylon,navy,short,high
3236,3XL,cotton,red,short,medium
3237,L,nylon,white,long,high
3238,L,nylon,white,long,high
3239,XS,polyester,blue,long,high
3240,3XL,nylon,white,long,low
3241,S,nylon,orange,long,high
3242,L,polyester,cream,short,high
3243,XS,nylon,white,long,medium
3244,M,nylon,violet,short,high
3245,L,linen,white,short,high
3246,XS,linen,navy,long,high
3247,L,nylon,white,long,high
3248,M,polyester,black,short,medium
3249,S,silk,red,short,medium
3250,3XL,nylon,blue,short,high
3251,L,polyester,cream,short,high
3252,XXL,polyester,white,short,low
3253,XXL,nylon,cream,short,high
3254,XXL,cotton,violet,long,low
3255,M,nylon,black,long,medium
3256,XS,nylon,yellow,long,medium
3257,XL,polyester,white,short,low
3258,L,silk,yellow,short,low
3259,M,linen,white,long,high
3260,XL,nylon,green,long,medium
3261,L,cotton,cream,long,medium
3262,XL,polyester,red,long,medium
3263,L,polyester,navy,long,medium
3264,M,silk,red,short,low
3265,L,linen,black,long,medium
3266,XS,nylon,black,short,medium
3267,XXL,polyester,yellow,long,low
3268,M,nylon,blue,short,high
3269,XL,linen,cream,long,high
3270,3XL,nylon,blue,long,low
3271,M,polyester,yellow,short,high
3272,XXL,nylon,cream,short,high
3273,XXL,polyester,blue,long,medium
3274,S,linen,orange,short,high
3275,XL,linen,white,long,medium
3276,S,nylon,red,long,high
3277,XXL,nylon,red,short,high
3278,XL,polyester,white,long,low
3279,XL,polyester,black,short,medium
3280,XL,linen,white,long,medium
3281,3XL,linen,white,long,low
3282,XL,polyester,violet,long,medium
3283,XXL,cotton,navy,long,medium
3284,L,nylon,black,short,medium
3285,XL,nylon,navy,short,high
3286,M,cotton,yellow,long,low
3287,XL,polyester,black,long,medium
3288,3XL,polyester,white,short,low
3289,M,polyester,blue,long,medium
3290,S,linen,red,short,high
3291,XS,cotton,navy,long,medium
3292,XL,nylon,cream,long,medium
3293,M,linen,cream,long,high
3294,L,nylon,blue,long,medium
3295,M,polyester,yellow,short,high
3296,XL,nylon,blue,short,high
3297,L,cotton,white,long,high
3298,XL,cotton,black,short,medium
3299,L,nylon,red,long,medium
3300,L,cotton,blue,long,medium
3301,XXL,linen,blue,short,high
3302,L,nylon,violet,long,medium
3303,S,cotton,cream,long,high
3304,XL,linen,black,short,medium
3305,XL,nylon,red,long,medium
3306,3XL,nylon,orange,long,low
3307,M,polyester,navy,long,medium
3308,S,polyester,cream,short,high
3309,S,linen,green,short,high
3310,L,polyester,white,short,high
3311,M,polyester,black,long,medium
3312,L,linen,white,long,high
3313,XS,silk,navy,short,medium
3314,M,nylon,black,short,medium
3315,XS,nylon,white,short,medium
3316,XXL,silk,blue,short,low
3317,L,cotton,blue,short,high
3318,M,linen,yellow,short,high
3319,XXL,nylon,blue,long,medium
3320,3XL,linen,green,long,medium
3321,XL,polyester,white,long,low
3322,3XL,silk,white,short,low
3323,XXL,linen,blue,short,high
3324,XL,polyester,white,long,low
3325,M,linen,white,long,high
3326,XS,polyester,green,long,medium
3327,XXL,linen,white,short,medium
3328,XL,silk,green,short,low
3329,L,polyester,violet,short,high
3330,XL,polyester,navy,long,medium
3331,L,polyester,black,short,medium
3332,XL,nylon,blue,short,high
3333,L,nylon,orange,long,medium
3334,S,cotton,orange,long,medium
3335,S,linen,cream,long,high
3336,L,cotton,blue,short,high
3337,M,cotton,black,long,medium
3338,L,nylon,white,long,high
3339,L,cotton,cream,short,high
