,size,material,color,sleeves,demand
3382,XXL,nylon,violet,short,high
3383,M,nylon,navy,long,medium
3384,L,linen,navy,long,high
3385,M,polyester,orange,long,medium
3386,XL,polyester,orange,short,high
3387,XL,linen,orange,short,high
3388,XL,nylon,cream,long,medium
3389,XL,nylon,black,long,medium
3390,XL,linen,cream,short,high
3391,XS,nylon,violet,short,high
3392,S,linen,red,short,high
3393,XL,polyester,black,long,medium
3394,L,cotton,cream,long,medium
3395,M,polyester,black,long,medium
3396,L,nylon,orange,long,medium
3397,3XL,polyester,orange,long,low
3398,L,linen,green,long,high
3399,XL,polyester,black,short,medium
3400,XL,nylon,black,long,medium
3401,L,nylon,white,short,high
3402,L,polyester,yellow,long,medium
3403,S,linen,green,long,high
3404,L,linen,yellow,short,high
3405,XS,nylon,cream,long,high
3406,XL,nylon,yellow,short,high
3407,M,cotton,green,long,low
3408,M,nylon,cream,short,high
3409,S,cotton,cream,long,high
3410,XXL,linen,navy,short,high
3411,S,linen,red,short,high
3412,XL,cotton,navy,short,high
3413,M,linen,green,short,high
3414,XL,nylon,white,short,low
3415,XL,cotton,white,long,medium
3416,XXL,nylon,blue,long,medium
3417,XL,polyester,white,long,low
3418,L,polyester,white,long,high
3419,L,linen,blue,short,high
3420,XL,cotton,white,long,medium
3421,M,nylon,blue,long,medium
3422,L,silk,yellow,long,low
3423,L,polyester,white,short,high
3424,XXL,nylon,yellow,short,high
3425,XL,cotton,orange,short,high
3426,L,nylon,red,long,medium
3427,S,polyester,orange,long,high
3428,XXL,cotton,white,long,medium
3429,XL,silk,navy,long,low
3430,M,polyester,navy,long,medium
3431,M,polyester,green,long,medium
3432,3XL,cotton,violet,long,low
3433,XXL,linen,yellow,long,medium
3434,3XL,polyester,black,short,medium
3435,XS,cotton,green,short,high
3436,XL,nylon,red,short,high
3437,S,polyester,black,long,medium
3438,XL,polyester,blue,long,medium
3439,XXL,cotton,black,long,medium
3440,XS,silk,black,short,low
3441,3XL,nylon,black,short,medium
3442,M,polyester,white,short,medium
3443,M,linen,blue,short,high
3444,XS,polyester,green,short,high
3445,M,polyester,black,long,medium
3446,L,polyester,black,short,high
3447,XL,linen,red,short,high
3448,3XL,linen,black,long,low
3449,XS,nylon,white,short,medium
3450,XL,polyester,white,long,low
3451,M,polyester,red,short,high
3452,L,linen,blue,long,high
3453,XS,nylon,cream,long,high
3454,S,polyester,blue,short,high
3455,L,polyester,yellow,short,high
3456,XXL,cotton,black,short,medium
3457,L,linen,blue,short,high
3458,XL,polyester,cream,long,medium
3459,XXL,nylon,navy,long,medium
3460,XL,cotton,white,short,medium
3461,L,nylon,black,short,high
3462,L,polyester,violet,short,high
3463,XL,linen,blue,short,high
3464,XXL,nylon,navy,long,medium
3465,3XL,polyester,orange,short,medium
3466,M,cotton,white,long,high
3467,L,silk,white,short,low
3468,M,nylon,navy,short,high
3469,L,linen,green,long,high
3470,3XL,nylon,cream,long,medium
3471,M,nylon,orange,short,high
3472,3XL,cotton,violet,long,low
3473,XS,polyester,orange,short,high
3474,XS,cotton,black,long,medium
3475,S,polyester,red,long,high
3476,L,polyester,white,short,high
3477,3XL,cotton,navy,long,low
3478,XL,cotton,blue,short,high
3479,L,nylon,black,long,high
3480,L,nylon,red,long,medium
3481,XL,linen,green,long,medium
3482,L,polyester,yellow,long,medium
3483,L,polyester,red,long,medium
3484,XXL,cotton,black,long,medium
3485,S,nylon,orange,long,high
3486,XL,nylon,black,short,medium
3487,S,nylon,yellow,long,high
3488,M,nylon,yellow,short,high
3489,L,cotton,white,short,high
3490,3XL,polyester,navy,long,medium
3491,L,cotton,black,short,medium
3492,M,polyester,navy,short,high
3493,M,polyester,white,short,medium
3494,3XL,linen,green,short,high
3495,S,nylon,navy,short,high
3496,L,linen,white,long,high
3497,XL,nylon,blue,short,high
3498,S,cotton,violet,short,high
3499,XXL,polyester,cream,long,medium
3500,L,linen,violet,short,high
3501,L,linen,orange,long,high
3502,XS,nylon,black,short,medium
3503,XS,cotton,yellow,long,medium
3504,XXL,nylon,orange,long,medium
3505,L,nylon,blue,short,high
3506,3XL,polyester,cream,long,medium
3507,3XL,nylon,white,long,low
3508,3XL,cotton,blue,short,medium
3509,XL,linen,black,long,medium
3510,XS,linen,orange,long,high
3511,L,linen,white,short,high
3512,S,polyester,navy,short,high
3513,XS,linen,white,short,high
3514,M,linen,yellow,long,medium
3515,XXL,nylon,cream,long,medium
3516,XS,linen,black,long,low
3517,S,polyester,orange,long,high
3518,3XL,silk,white,long,low
3519,M,linen,white,short,high
3520,L,linen,violet,short,high
3521,3XL,linen,black,long,low
3522,M,polyester,white,short,medium
3523,3XL,nylon,blue,long,medium
3524,L,cotton,orange,short,high
3525,XXL,linen,white,long,medium
3526,XS,cotton,black,short,medium
3527,XS,cotton,green,short,high
3528,L,nylon,blue,short,high
3529,M,polyester,navy,long,medium
3530,XL,cotton,white,short,medium
3531,XL,cotton,black,short,medium
3532,XXL,polyester,white,long,low
3533,XL,linen,red,short,high
3534,3XL,polyester,black,short,medium
3535,M,linen,cream,long,high
3536,XL,polyester,orange,short,high
3537,L,nylon,navy,long,medium
3538,XL,linen,black,long,medium
3539,XL,nylon,black,short,medium
3540,L,linen,white,short,high
3541,XL,nylon,black,short,medium
3542,L,polyester,blue,long,medium
3543,XXL,silk,white,long,low
3544,XS,cotton,blue,long,medium
3545,XL,linen,red,long,high
3546,XS,polyester,black,short,medium
3547,XXL,cotton,blue,short,high
3548,3XL,cotton,orange,short,medium
3549,XL,polyester,violet,short,high
3550,XS,silk,black,short,low
3551,XL,polyester,white,long,low
3552,M,nylon,cream,long,medium
3553,L,cotton,yellow,long,medium
3554,L,linen,orange,short,high
3555,M,cotton,orange,long,medium
3556,XXL,polyester,navy,short,high
3557,XL,linen,orange,short,high
3558,XL,linen,white,short,medium
3559,XS,nylon,orange,short,high
3560,S,linen,navy,long,high
3561,L,cotton,violet,long,medium
3562,M,cotton,navy,short,high
3563,XXL,polyester,white,long,low
3564,L,nylon,cream,long,medium
3565,M,silk,orange,short,low
3566,M,cotton,violet,short,high
3567,M,polyester,blue,short,high
3568,M,linen,navy,long,high
3569,L,linen,navy,long,high
3570,M,nylon,violet,short,high
3571,XXL,polyester,orange,short,high
3572,XL,polyester,violet,long,medium
3573,M,cotton,white,long,high
3574,XL,linen,violet,long,medium
3575,XL,cotton,yellow,short,high
3576,XXL,cotton,white,long,medium
3577,S,nylon,blue,long,high
3578,L,polyester,cream,long,medium
3579,3XL,polyester,white,long,low
3580,L,polyester,cream,long,medium
3581,3XL,linen,violet,long,medium
3582,L,cotton,white,short,high
3583,XXL,polyester,blue,long,medium
3584,XXL,polyester,violet,short,high
3585,M,polyester,blue,long,medium
3586,L,linen,orange,short,high
3587,XS,polyester,orange,short,high
3588,M,linen,black,short,medium
3589,XL,nylon,white,long,low
3590,XXL,nylon,orange,long,medium
3591,S,linen,cream,long,high
3592,XL,linen,white,short,medium
3593,3XL,cotton,black,long,medium
3594,L,linen,violet,long,high
3595,S,cotton,cream,long,high
3596,XS,silk,red,short,medium
3597,XL,linen,violet,long,medium
3598,L,cotton,black,short,medium
3599,L,nylon,violet,short,high
3600,XXL,cotton,blue,short,high
3601,XS,nylon,navy,short,high
3602,S,polyester,black,short,medium
3603,XXL,nylon,cream,long,medium
3604,S,linen,violet,long,high
3605,XL,nylon,blue,short,high
3606,M,cotton,black,short,medium
3607,XXL,cotton,blue,short,high
3608,S,linen,red,long,high
3609,M,nylon,yellow,long,medium
3610,XL,silk,navy,short,low
3611,M,cotton,white,long,high
3612,M,cotton,orange,short,high
3613,L,linen,navy,short,high
3614,XS,linen,black,short,low
3615,L,nylon,cream,short,high
3616,S,cotton,white,short,high
3617,XXL,nylon,white,long,low
3618,XL,polyester,cream,short,high
3619,3XL,nylon,black,short,medium
3620,L,nylon,black,long,high
3621,3XL,linen,yellow,short,high
3622,M,silk,violet,long,low
3623,L,cotton,white,long,high
3624,XL,silk,white,long,low
3625,3XL,nylon,green,short,medium
3626,M,nylon,white,long,medium
3627,XS,nylon,white,short,medium
3628,XXL,polyester,black,long,medium
3629,S,nylon,red,long,high
3630,S,polyester,navy,long,high
3631,XXL,cotton,cream,long,medium
3632,XL,polyester,white,long,low
3633,L,cotton,navy,short,high
3634,L,silk,blue,short,low
3635,XS,nylon,yellow,short,high
3636,S,nylon,blue,short,high
3637,XL,polyester,white,short,low
3638,XS,polyester,green,short,high
3639,M,silk,black,long,low
3640,XXL,nylon,orange,short,high
3641,M,nylon,violet,long,medium
3642,L,nylon,white,long,high
3643,XL,silk,orange,long,low
3644,XL,nylon,white,short,low
3645,XS,polyester,orange,short,high
3646,XS,silk,red,short,medium
3647,XS,linen,green,short,high
3648,M,polyester,cream,long,medium
3649,L,polyester,orange,long,medium
3650,M,polyester,white,short,medium
3651,XXL,cotton,cream,long,medium
3652,M,nylon,white,short,medium
3653,3XL,cotton,black,long,medium
3654,S,cotton,white,long,high
3655,M,linen,yellow,long,medium
3656,L,linen,navy,short,high
3657,M,polyester,white,long,medium
3658,XXL,cotton,orange,long,low
3659,S,polyester,white,short,medium
3660,L,polyester,blue,short,high
3661,S,nylon,navy,short,high
3662,XS,linen,blue,long,high
3663,S,linen,navy,short,high
3664,M,polyester,blue,short,high
3665,3XL,linen,red,long,medium
3666,XL,polyester,navy,long,medium
3667,XS,linen,white,long,high
3668,XXL,linen,navy,long,high
3669,M,silk,red,short,low
3670,M,linen,black,long,medium
3671,L,nylon,black,short,high
3672,XL,silk,white,long,low
3673,XL,cotton,black,long,medium
3674,3XL,linen,black,short,low
3675,XL,cotton,blue,long,medium
3676,3XL,polyester,red,short,high
3677,XXL,polyester,yellow,short,high
3678,XL,linen,navy,long,high
3679,XS,silk,yellow,long,medium
3680,L,nylon,cream,long,medium
3681,XL,cotton,white,long,medium
3682,L,polyester,blue,long,medium
3683,XXL,cotton,blue,short,high
3684,S,linen,navy,long,high
3685,S,polyester,yellow,long,high
3686,3XL,silk,red,short,low
3687,L,polyester,white,long,high
3688,3XL,silk,blue,short,low
3689,3XL,nylon,violet,long,low
3690,L,cotton,cream,short,high
3691,XL,cotton,white,long,medium
3692,S,linen,black,short,medium
3693,L,polyester,red,short,high
3694,XL,cotton,navy,long,medium
3695,XL,cotton,navy,long,medium
3696,3XL,linen,yellow,long,medium
3697,M,linen,navy,short,high
3698,S,linen,white,short,high
3699,XS,polyester,black,short,medium
3700,M,cotton,white,long,high
3701,M,cotton,white,short,high
3702,M,linen,white,short,high
3703,XL,polyester,blue,long,medium
3704,3XL,cotton,white,short,medium
3705,M,polyester,black,long,medium
3706,XL,polyester,red,short,high
3707,XXL,silk,orange,long,low
3708,XS,polyester,navy,long,high
3709,M,cotton,navy,long,medium
3710,3XL,cotton,navy,short,high
3711,S,polyester,red,short,high
3712,L,polyester,green,short,high
3713,XL,linen,orange,long,medium
3714,3XL,polyester,green,short,medium
3715,S,polyester,white,short,medium
3716,XL,nylon,cream,short,high
3717,M,cotton,green,long,low
3718,M,polyester,navy,long,medium
3719,S,polyester,navy,long,high
3720,M,nylon,green,long,medium
3721,L,nylon,black,short,high
3722,XXL,polyester,white,long,low
3723,S,cotton,navy,long,high
3724,L,nylon,blue,short,high
3725,XL,nylon,white,short,low
3726,L,cotton,white,short,high
3727,L,linen,cream,long,high
3728,L,nylon,white,long,high
3729,L,nylon,navy,short,high
3730,L,polyester,navy,short,high
3731,L,nylon,cream,long,medium
3732,L,linen,orange,long,high
3733,L,nylon,red,short,high
3734,L,linen,blue,long,high
3735,S,nylon,cream,long,high
3736,S,linen,white,short,high
3737,M,cotton,blue,long,medium
3738,L,linen,green,short,high
3739,M,linen,white,short,high
3740,XL,polyester,cream,short,high
3741,L,polyester,cream,long,medium
3742,M,nylon,orange,short,high
3743,L,nylon,red,long,medium
3744,XXL,cotton,navy,long,medium
3745,XS,linen,violet,long,high
3746,S,cotton,white,short,high
3747,M,nylon,white,long,medium
3748,XL,nylon,red,short,high
3749,L,linen,navy,short,high
3750,XL,nylon,black,short,medium
3751,XL,cotton,yellow,long,medium
3752,L,cotton,orange,short,high
3753,XS,nylon,red,long,high
3754,M,polyester,blue,long,medium
3755,L,linen,cream,short,high
3756,XL,cotton,cream,short,high
3757,XXL,nylon,navy,long,medium
3758,XL,polyester,blue,long,medium
3759,M,nylon,white,short,medium
3760,S,nylon,cream,long,high
3761,XL,nylon,cream,long,medium
3762,XS,nylon,yellow,short,high
3763,S,nylon,white,long,medium
3764,XS,polyester,green,long,medium
3765,S,linen,white,long,high
3766,S,nylon,navy,long,high
3767,XXL,nylon,cream,long,medium
3768,XL,nylon,white,short,low
3769,3XL,polyester,yellow,short,medium
3770,S,nylon,red,short,high
3771,L,polyester,black,short,high
3772,3XL,nylon,red,short,high
3773,M,polyester,white,short,medium
3774,M,polyester,green,short,high
3775,3XL,polyester,black,long,medium
3776,M,polyester,white,long,medium
3777,S,polyester,blue,long,high
3778,M,nylon,black,short,medium
3779,S,cotton,red,long,high
3780,L,silk,black,long,medium
3781,M,cotton,orange,long,medium
3782,XL,linen,cream,long,high
3783,M,silk,black,long,low
3784,XL,nylon,cream,long,medium
3785,L,polyester,navy,long,medium
3786,M,polyester,black,long,medium
3787,XL,polyester,yellow,long,medium
3788,M,linen,cream,long,high
3789,XL,polyester,cream,short,high
3790,S,polyester,navy,short,high
3791,3XL,nylon,white,short,low
3792,S,linen,white,long,high
3793,L,nylon,red,short,high
3794,XXL,polyester,violet,short,high
3795,XL,cotton,black,short,medium
3796,XL,nylon,red,long,medium
3797,3XL,nylon,black,long,medium
3798,L,nylon,white,long,high
3799,XL,linen,navy,short,high
3800,3XL,polyester,violet,long,low
3801,XXL,nylon,black,long,medium
3802,L,cotton,white,long,high
3803,S,nylon,black,long,medium
3804,L,cotton,cream,short,high
3805,L,cotton,white,long,high
3806,XS,polyester,violet,long,medium
3807,XS,nylon,navy,short,high
3808,M,polyester,violet,short,high
3809,M,linen,blue,long,high
3810,XXL,linen,black,long,medium
3811,XL,nylon,violet,short,high
3812,S,silk,cream,long,medium
3813,XL,linen,white,short,medium
3814,L,linen,cream,long,high
3815,L,nylon,black,long,high
3816,XL,cotton,blue,short,high
3817,XL,nylon,blue,short,high
3818,L,nylon,white,long,high
3819,XXL,cotton,cream,short,high
3820,L,polyester,navy,short,high
3821,3XL,cotton,white,long,medium
3822,XL,polyester,white,long,low
3823,XL,polyester,black,short,medium
3824,XS,polyester,cream,long,high
3825,S,nylon,green,long,high
3826,L,cotton,navy,short,high
3827,L,nylon,white,short,high
3828,S,silk,navy,short,medium
3829,XL,nylon,black,short,medium
3830,XL,nylon,navy,long,medium
3831,XXL,polyester,red,long,medium
3832,L,nylon,yellow,long,medium
3833,XL,linen,red,short,high
3834,XL,linen,cream,short,high
3835,L,nylon,navy,short,high
3836,L,polyester,white,short,high
3837,S,silk,blue,short,medium
3838,S,nylon,violet,short,high
3839,L,polyester,orange,short,high
3840,M,polyester,blue,long,medium
3841,L,cotton,black,short,medium
3842,XXL,cotton,yellow,long,low
3843,M,nylon,white,long,medium
3844,M,cotton,red,short,high
3845,M,nylon,yellow,short,high
3846,3XL,linen,red,short,high
3847,XL,nylon,red,long,medium
3848,S,linen,red,short,high
3849,XL,linen,red,long,high
3850,M,cotton,red,long,medium
3851,XL,cotton,orange,short,high
3852,3XL,cotton,blue,short,medium
3853,S,nylon,orange,short,high
3854,S,polyester,black,long,medium
3855,XL,polyester,blue,long,medium
3856,L,nylon,red,long,medium
3857,XL,polyester,blue,short,high
3858,M,nylon,yellow,long,medium
3859,XL,nylon,red,long,medium
3860,XL,polyester,red,long,medium
3861,M,cotton,violet,long,medium
3862,S,nylon,green,long,high
3863,M,cotton,navy,short,high
3864,XS,linen,orange,short,high
3865,M,linen,white,short,high
3866,S,polyester,navy,long,high
3867,S,linen,cream,short,high
3868,XL,cotton,violet,long,medium
3869,L,cotton,black,short,medium
3870,S,polyester,red,short,high
3871,XS,polyester,yellow,short,high
3872,M,linen,black,short,medium
3873,L,nylon,navy,long,medium
3874,3XL,nylon,blue,long,medium
3875,M,polyester,black,short,medium
3876,L,nylon,navy,short,high
3877,3XL,cotton,white,short,medium
3878,M,linen,green,long,medium
3879,XL,polyester,navy,long,medium
3880,M,polyester,black,long,medium
3881,S,silk,black,long,low
3882,XXL,silk,white,long,low
3883,XL,nylon,yellow,long,medium
3884,M,cotton,orange,long,medium
3885,M,silk,cream,short,low
3886,M,nylon,orange,short,high
3887,M,linen,green,long,medium
3888,L,linen,violet,short,high
3889,L,polyester,black,long,high
3890,3XL,cotton,blue,short,medium
3891,M,polyester,cream,long,medium
3892,3XL,linen,white,long,medium
3893,S,linen,black,short,medium
3894,M,polyester,white,short,medium
3895,XS,polyester,yellow,long,medium
3896,S,polyester,violet,short,high
3897,3XL,nylon,white,short,low
3898,XXL,nylon,red,short,high
3899,3XL,polyester,navy,short,high
3900,XXL,linen,orange,short,high
3901,3XL,silk,red,long,low
3902,L,polyester,violet,short,high
3903,S,polyester,black,short,medium
3904,XS,cotton,cream,long,high
3905,XL,polyester,white,long,low
3906,M,nylon,red,long,medium
3907,XXL,polyester,black,long,medium
3908,M,linen,green,long,medium
3909,L,silk,black,short,low
3910,L,cotton,black,long,medium
3911,3XL,linen,black,long,low
3912,XXL,nylon,red,long,medium
3913,XS,nylon,navy,long,high
3914,L,nylon,cream,short,high
3915,XXL,polyester,red,long,medium
3916,XL,nylon,green,long,medium
3917,XS,nylon,white,short,medium
3918,XXL,cotton,black,long,medium
3919,M,linen,navy,long,high
3920,M,polyester,navy,short,high
3921,L,cotton,white,short,high
3922,XL,cotton,navy,long,medium
3923,XL,polyester,orange,long,medium
3924,XXL,silk,white,long,low
3925,M,cotton,blue,short,high
3926,3XL,polyester,white,long,low
3927,L,nylon,blue,long,medium
3928,XL,nylon,black,long,medium
3929,3XL,cotton,cream,long,low
3930,XXL,nylon,green,long,low
3931,M,polyester,white,short,medium
3932,XL,cotton,orange,short,high
3933,L,linen,black,long,medium
3934,XL,linen,white,short,medium
3935,S,nylon,blue,short,high
3936,XL,cotton,blue,long,medium
3937,3XL,linen,green,short,high
3938,XS,linen,blue,short,high
3939,S,polyester,white,long,medium
3940,XL,linen,cream,long,high
3941,S,cotton,orange,short,high
3942,M,polyester,navy,long,medium
3943,XXL,polyester,white,long,low
